assessid,stockid,mgmt,assessor,country,region,area,area_code,stocklong,species,comm_name1,comm_name2,shp_source,shp_path,zone_col,zones,notes
SEFSC-GRAMBERGM-1986-2004-JENSEN,GRAMBERGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Greater amberjack Gulf of Mexico,Seriola dumerili,Greater amberjack,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP
SEFSC-GRAMBERSATLC-1946-2006-JENSEN,GRAMBERSATLC,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast,SATLC,Greater amberjack Southern Atlantic coast,Seriola dumerili,Greater amberjack,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_snapper_grouper_comples_dissolve.shp,dissolve all,dissolve all,SE Snapper-Grouper EFH shapefile; managed in SE Snapper-Grouper FMP
SEFSC-GTRIGGM-1962-2010-HIVELY,GTRIGGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Gray triggerfish Gulf of Mexico,Balistes capriscus,Gray triggerfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP
SEFSC-KMACKGM-1929-2012-HIVELY,KMACKGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,King mackerel Gulf of Mexico,Scomberomorus cavalla,King Mackerel,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/Coastal_migratory_pelagic_EFH_GOM.shp,dissolve all,dissolve all,Coastal migratory pelagics EFH shapefile; managed in GOM CMP FMP
SEFSC-KMACKSATLC-1901-2012-HIVELY,KMACKSATLC,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast,SATLC,King mackerel Southern Atlantic Coast,Scomberomorus cavalla,King Mackerel,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_coastal_migratory_pelagics_dissolve.shp,dissolve all,dissolve all,SE Coastal Pelagics EFH shapefile; managed in SE Coastal Pelagics FMP
SEFSC-LISQUIDATLC-1963-2009-HIVELY,LISQUIDATLC,NMFS,SEFSC,USA,US Southeast and Gulf,Atlantic Coast,ATLC,Longfin inshore squid Atlantic Coast,Loligo pealeii,Longfin inshore squid,NA,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/MA_longfin_inshore_squid_efh_dissolve.shp,SITENAME_L,Longfin Inshore Squid,All life stages
SEFSC-MENATGM-1948-2011-HIVELY,MENATGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Gulf menhaden Gulf of Mexico,Brevoortia patronus,Gulf menhaden,NA,Digitized boundary from stock assessment,usa/digitized/GOM_gulf_menhaden_erase.shp,ZONE,Digitized boundary from stock assessment,Digitized boundary from stock assessment
SEFSC-MUTSNAPSATLCGM-1981-2006-JENSEN,MUTSNAPSATLCGM,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast and Gulf of Mexico,SATLCGM,Mutton snapper Southern Atlantic coast and Gulf of Mexico,Lutjanus analis,Mutton snapper,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SEGOM_reef_fish_merge_dissolve.shp,dissolve all,dissolve all,GOM Reef Fish & SE Snapper-Grouper EFH shapefiles
SEFSC-PINKSHRIMPGM-1984-2011-HIVELY,PINKSHRIMPGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Pink shrimp Gulf of Mexico,Farfantepenaeus duorarum,Pink shrimp,Northern pink shrimp,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/Shrimp_EFH_GOM.shp,dissolve all,dissolve all,GOM shrimp EFH shapefile; managed in GOM Shrimp FMP
SEFSC-RGROUPGM-1986-2005-JENSEN,RGROUPGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Red grouper Gulf of Mexico,Epinephelus morio,Red grouper,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP
SEFSC-RGROUPSATL-1976-2009-HIVELY,RGROUPSATL,NMFS,SEFSC,USA,US Southeast and Gulf,South Atlantic,SATL,Red grouper South Atlantic,Epinephelus morio,Red grouper,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_snapper_grouper_comples_dissolve.shp,dissolve all,dissolve all,SE Snapper-Grouper EFH shapefile; managed in SE Snapper-Grouper FMP
SEFSC-RPORGYSATLC-1972-2012-HIVELY,RPORGYSATLC,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast,SATLC,Red porgy Southern Atlantic coast,Pagrus pagrus,Common seabream,Red porgy,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_snapper_grouper_comples_dissolve.shp,dissolve all,dissolve all,SE Snapper-Grouper EFH shapefile; managed in SE Snapper-Grouper FMP
SEFSC-RSNAPGM-1872-2011-HIVELY,RSNAPGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Red snapper Gulf of Mexico,Lutjanus campechanus,Red snapper,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP
SEFSC-RSNAPSATLC-1954-2010-HIVELY,RSNAPSATLC,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast,SATLC,Red snapper Southern Atlantic coast,Lutjanus campechanus,Red snapper,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_snapper_grouper_comples_dissolve.shp,dissolve all,dissolve all,SE Snapper-Grouper EFH shapefile; managed in SE Snapper-Grouper FMP
SEFSC-SBARSHARATL-1975-2004-FAUCONNET,SBARSHARATL,NMFS,SEFSC,USA,US Southeast and Gulf,Atlantic,ATL,Sandbar shark Atlantic,Carcharhinus plumbeus,Sandbar shark,NA,NOAA EFH GIS Data Inventory,usa/noaa_hms_efh/HMS_EFH_2009Sandbar_Shark_dissolve.shp,dissolve all,dissolve all,All life stages
SEFSC-SNOSESHARATL-1950-2005-FAUCONNET,SNOSESHARATL,NMFS,SEFSC,USA,Atlantic Ocean,Atlantic,ATL,Atlantic sharpnose shark Atlantic,Rhizoprionodon terraenovae,Atlantic sharpnose shark,NA,NOAA EFH GIS Data Inventory,usa/noaa_hms_efh/HMS_EFH_2009Atlantic_Sharpnose_Shark_dissolve.shp,dissolve all,dissolve all,"All life stages; stock spans Atlantic, Gulf of Mexico, and Caribbean"
SEFSC-SNOWGROUPSATLC-1974-2013-HIVELY,SNOWGROUPSATLC,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast,SATLC,Snowy grouper Southern Atlantic coast,Epinephelus niveatus,Snowy grouper,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_snapper_grouper_comples_dissolve.shp,dissolve all,dissolve all,SE Snapper-Grouper EFH shapefile; managed in SE Snapper-Grouper FMP
SEFSC-SPANMACKGM-1886-2011-HIVELY,SPANMACKGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Spanish mackerel Gulf of Mexico,Scomberomorus maculatus,Spanish mackerel,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/Coastal_migratory_pelagic_EFH_GOM.shp,dissolve all,dissolve all,Coastal migratory pelagics EFH shapefile; managed in GOM CMP FMP
SEFSC-SPANMACKSATLC-1950-2012-HIVELY,SPANMACKSATLC,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast,SATLC,Spanish mackerel Southern Atlantic Coast,Scomberomorus maculatus,Spanish mackerel,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_coastal_migratory_pelagics_dissolve.shp,dissolve all,dissolve all,SE Coastal Pelagics EFH shapefile; managed in SE Coastal Pelagics FMP
SEFSC-TILEGM-1965-2009-HIVELY,TILEGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Tilefish Gulf of Mexico,Lopholatilus chamaeleonticeps,Tilefish,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP
SEFSC-TILESATLC-1961-2011-HIVELY,TILESATLC,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast,SATLC,Tilefish Southern Atlantic coast,Lopholatilus chamaeleonticeps,Tilefish,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_snapper_grouper_comples_dissolve.shp,dissolve all,dissolve all,SE Snapper-Grouper EFH shapefile; managed in SE Snapper-Grouper FMP
SEFSC-VSNAPGM-1981-2004-JENSEN,VSNAPGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Vermilion snapper Gulf of Mexico,Rhomboplites aurorubens,Vermilion snapper,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP
SEFSC-VSNAPSATLC-1945-2012-HIVELY,VSNAPSATLC,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast,SATLC,Vermilion snapper Southern Atlantic coast,Rhomboplites aurorubens,Vermilion snapper,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_snapper_grouper_comples_dissolve.shp,dissolve all,dissolve all,SE Snapper-Grouper EFH shapefile; managed in SE Snapper-Grouper FMP
SEFSC-WSHRIMPGM-1984-2011-HIVELY,WSHRIMPGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,White shrimp Gulf of Mexico,Litopenaeus setiferus,White shrimp,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/Shrimp_EFH_GOM.shp,dissolve all,dissolve all,GOM shrimp EFH shapefile; managed in GOM Shrimp FMP
SEFSC-YEGROUPGM-1975-2009-HIVELY,YEGROUPGM,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Yellowedge grouper Gulf of Mexico,Epinephelus flavolimbatus,Yellowedge grouper,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP
SEFSC-YTSNAPSATLCGM-1950-2011-HIVELY,YTSNAPSATLCGM,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast and Gulf of Mexico,SATLCGM,Yellowtail Snapper Southern Atlantic Coast and Gulf of Mexico,Ocyurus chrysurus,Yellowtail snapper,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SEGOM_reef_fish_merge_dissolve.shp,dissolve all,dissolve all,GOM Reef Fish & SE Snapper-Grouper EFH shapefiles
SPC-ALBASPAC-1960-2010-PONS,ALBASPAC,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,South Pacific Ocean,SPAC,Albacore tuna South Pacific Ocean,Thunnus alalunga,Albacore tuna,NA,Digitized from stock assessment,tuna/SPC_albacore_s_pacific_erase.shp,NA,already dissolved,
SPC-BIGEYECWPAC-1952-2012-PONS,BIGEYECWPAC,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,Central Western Pacific Ocean,CWPAC,Bigeye tuna Central Western Pacific,Thunnus obesus,Bigeye tuna,NA,Digitized from stock assessment,tuna/SPC_bigeye_cw_pacific_erase.shp,NA,already dissolved,
SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,Western Pacific Ocean,WPO,Bigeye tuna Western Pacific Ocean,Thunnus obesus,Bigeye tuna,NA,Digitized from stock assessment,tuna/SPC_bigeye_w_pacific_erase.shp,NA,already dissolved,
SPC-SKJCWPAC-1950-2012-PONS,SKJCWPAC,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,Central Western Pacific Ocean,CWPAC,Skipjack tuna Central Western Pacific,Katsuwonus pelamis,Skipjack tuna,NA,Digitized from stock assessment,tuna/SPC_skipjack_w_pacific_erase.shp,NA,already dissolved,
SPC-STMARLINSWPO-1952-2011-CHING,STMARLINSWPO,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,Western Pacific Ocean,WPO,Striped marlin Southwestern Pacific Ocean,Kajikia audax,Striped marlin,Pacific striped marlin,Digitized from stock assessment,tuna/SPC_striped_marlin_w_pacific_erase.shp,NA,already dissolved,
SPC-YFINCWPAC-1952-2012-PONS,YFINCWPAC,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,Central Western Pacific Ocean,CWPAC,Yellowfin tuna Central Western Pacific,Thunnus albacares,Yellowfin tuna,NA,Digitized from stock assessment,tuna/SPC_yellowfin_w_pacific_erase.shp,NA,already dissolved,
STECF-ANCHMEDGSA1-2002-2009-OSIO,ANCHMEDGSA1,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Alboran Sea,GSA1,Anchovy Northern Alboran Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA01,
STECF-ANCHMEDGSA16-2004-2011-OSIO,ANCHMEDGSA16,GFCM,STECF,Europe,Mediterranean-Black Sea,South of Sicily,GSA16,Anchovy South of Sicily,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA16,
STECF-ANCHMEDGSA17-18-1976-2013-OSIO,ANCHMEDGSA17-18,GFCM,STECF,Europe,Mediterranean-Black Sea,"Adriatic Sea (GSA 17,18)",GSA17-18,Anchovy Adriatic Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA17, GSA18",
STECF-ANCHMEDGSA19-2006-2012-OSIO,ANCHMEDGSA19,GFCM,STECF,Europe,Mediterranean-Black Sea,Western Ionian Sea,GSA19,Anchovy Western Ionian Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA19,
STECF-ANCHMEDGSA20-2000-2008-OSIO,ANCHMEDGSA20,GFCM,STECF,Europe,Mediterranean-Black Sea,Eastern Ionian Sea,GSA20,Anchovy Eastern Ionian Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA20,
STECF-ANCHMEDGSA22-2000-2008-OSIO,ANCHMEDGSA22,GFCM,STECF,Europe,Mediterranean-Black Sea,Aegean Sea,GSA22,Anchovy Aegean Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA22,
STECF-ANCHMEDGSA29-1988-2014-OSIO,ANCHMEDGSA29,GFCM,STECF,Europe,Mediterranean-Black Sea,Black Sea,GSA29,Anchovy Black Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA29,
STECF-ANCHMEDGSA6-2002-2009-OSIO,ANCHMEDGSA6,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Anchovy Northern Spain,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,
STECF-ANCHMEDGSA9-2004-2010-OSIO,ANCHMEDGSA9,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Anchovy Ligurian and North Tyrrhenian Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,
STECF-ANGLMEDGSA15-16-2006-2011-OSIO,ANGLMEDGSA15-16,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Black Bellied Angler Malta Island and South of Sicily,Lophius budegassa,Black bellied angler,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",
STECF-ANGLMEDGSA5-2003-2013-OSIO,ANGLMEDGSA5,GFCM,STECF,Europe,Mediterranean-Black Sea,Balearic Island,GSA5,Black bellied angler Balearic Island,Lophius budegassa,Black bellied angler,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA05,
STECF-ANGLMEDGSA6-2004-2013-OSIO,ANGLMEDGSA6,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Black bellied angler Northern Spain,Lophius budegassa,Black bellied angler,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,
STECF-ANGLMEDGSA7-2005-2011-OSIO,ANGLMEDGSA7,GFCM,STECF,Europe,Mediterranean-Black Sea,Gulf of Lions,GSA7,Black bellied angler Gulf of Lions,Lophius budegassa,Black bellied angler,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA07,
STECF-BWHITMEDGSA1-2002-2011-OSIO,BWHITMEDGSA1,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Alboran Sea,GSA1,Blue whiting Northern Alboran Sea,Micromesistius poutassou,Blue whiting,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA01,
STECF-BWHITMEDGSA6-2009-2013-OSIO,BWHITMEDGSA6,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Blue whiting Northern Spain,Micromesistius poutassou,Blue whiting,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,
STECF-BWHITMEDGSA9-2009-2013-OSIO,BWHITMEDGSA9,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Blue whiting Ligurian and North Tyrrhenian Sea,Micromesistius poutassou,Blue whiting,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,
STECF-CPANDMEDGSA15-16-2006-2011-OSIO,CPANDMEDGSA15-16,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Common pandora Malta Island and South of Sicily,Pagellus erythrinus,Common pandora,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",
STECF-CPANDMEDGSA9-2006-2010-OSIO,CPANDMEDGSA9,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Common pandora Ligurian and North Tyrrhenian Sea,Pagellus erythrinus,Common pandora,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,
STECF-GFORKBMEDGSA9-2007-2011-OSIO,GFORKBMEDGSA9,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Greater forkbeard Ligurian and North Tyrrhenian Sea,Phycis blennoides,Greater forkbeard,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,
STECF-GRSHRIMPMEDGSA10-2006-2014-OSIO,GRSHRIMPMEDGSA10,GFCM,STECF,Europe,Mediterranean-Black Sea,South Tyrrhenian Sea,GSA10,Giant red shrimp South Tyrrhenian Sea,Aristaeomorpha foliacea,Giant red shrimp,,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA10,
STECF-GRSHRIMPMEDGSA11-2006-2014-OSIO,GRSHRIMPMEDGSA11,GFCM,STECF,Europe,Mediterranean-Black Sea,Sardinia,GSA11,Giant red shrimp Sardinia,Aristaeomorpha foliacea,Giant red shrimp,,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA11,
STECF-GRSHRIMPMEDGSA12-16-2005-2011-OSIO,GRSHRIMPMEDGSA12-16,GFCM,STECF,Europe,Mediterranean-Black Sea,Geographical Sub-Areas 12-16,GSA12-16,Giant red shrimp Geographical Sub-Areas 12-16,Aristaeomorpha foliacea,Giant red shrimp,,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA12, GSA13, GSA14, GSA15, GSA16",
STECF-GRSHRIMPMEDGSA18-19-2008-2014-OSIO,GRSHRIMPMEDGSA18-19,GFCM,STECF,Europe,Mediterranean-Black Sea,"South Adriatic Sea and West Ionian Sea (GSA 18,19)",GSA18-19,Giant red shrimp South Adriatic Sea and West Ionian Sea,Aristaeomorpha foliacea,Giant red shrimp,,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA18, GSA19",
STECF-GRSHRIMPMEDGSA9-2006-2014-OSIO,GRSHRIMPMEDGSA9,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Giant red shrimp Ligurian and North Tyrrhenian Sea,Aristaeomorpha foliacea,Giant red shrimp,,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,
STECF-HAKEMEDGSA1-7-2003-2014-OSIO,HAKEMEDGSA1-7,GFCM,STECF,Europe,Mediterranean-Black Sea,Geographical Sub-Areas 1-7,GSA1-7,Hake Geographical Sub-Areas 1-7,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA01, GSA02, GSA03, GSA04, GSA05, GSA06, GSA07",
STECF-HAKEMEDGSA15-16-2005-2009-OSIO,HAKEMEDGSA15-16,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Hake Malta Island and South of Sicily,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",
STECF-HAKEMEDGSA17-18-2008-2014-OSIO,HAKEMEDGSA17-18,GFCM,STECF,Europe,Mediterranean-Black Sea,"Adriatic Sea (GSA 17,18)",GSA17-18,Hake Adriatic Sea,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA17, GSA18",
STECF-HAKEMEDGSA19-2006-2014-OSIO,HAKEMEDGSA19,GFCM,STECF,Europe,Mediterranean-Black Sea,Western Ionian Sea,GSA19,Hake Western Ionian Sea,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA19,
STECF-HAKEMEDGSA20-2003-2008-OSIO,HAKEMEDGSA20,GFCM,STECF,Europe,Mediterranean-Black Sea,Eastern Ionian Sea,GSA20,Hake Eastern Ionian Sea,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA20,
STECF-HAKEMEDGSA22-23-2003-2008-OSIO,HAKEMEDGSA22-23,GFCM,STECF,Europe,Mediterranean-Black Sea,"Aegean Sea and Crete Island (GSA 22,23)",GSA22-23,Hake Aegean Sea and Crete Island,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA22, GSA23",
STECF-HAKEMEDGSA9-11-2006-2014-OSIO,HAKEMEDGSA9-11,GFCM,STECF,Europe,Mediterranean-Black Sea,Geographical Sub-Areas 9-11,GSA9-11,Hake Geographical Sub-Areas 9-11,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA09, GSA10, GSA11",
STECF-MHMACKMEDGSA29-2005-2014-OSIO,MHMACKMEDGSA29,GFCM,STECF,Europe,Mediterranean-Black Sea,Black Sea,GSA29,Mediterranean horse mackerel Black Sea,Trachurus mediterraneus,Mediterranean horse mackerel,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA29,
STECF-NEPHMEDGSA1-2002-2011-OSIO,NEPHMEDGSA1,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Alboran Sea,GSA1,Norway lobster Northern Alboran Sea,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA01,
STECF-NEPHMEDGSA15-16-2002-2012-OSIO,NEPHMEDGSA15-16,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Norway lobster Malta Island and South of Sicily,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",
STECF-NEPHMEDGSA17-2004-2008-OSIO,NEPHMEDGSA17,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Adriatic Sea,GSA17,Norway lobster Northern Adriatic Sea,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA17,
STECF-NEPHMEDGSA18-2007-2013-OSIO,NEPHMEDGSA18,GFCM,STECF,Europe,Mediterranean-Black Sea,Southern Adriatic Sea,GSA18,Norway lobster Southern Adriatic Sea,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA18,
STECF-NEPHMEDGSA5-2002-2013-OSIO,NEPHMEDGSA5,GFCM,STECF,Europe,Mediterranean-Black Sea,Balearic Island,GSA5,Norway Lobster Balearic Island,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA05,
STECF-NEPHMEDGSA6-2002-2011-OSIO,NEPHMEDGSA6,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Norway lobster Northern Spain,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,
STECF-NEPHMEDGSA9-2006-2013-OSIO,NEPHMEDGSA9,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Norway lobster Ligurian and North Tyrrhenian Sea,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,
STECF-PICAMEDGSA25-2005-2010-OSIO,PICAMEDGSA25,GFCM,STECF,Europe,Mediterranean-Black Sea,Cyprus Island,GSA25,Picarel Cyprus Island,Spicara smaris,Picarel,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA25,
STECF-PRCODMEDGSA9-2004-2011-OSIO,PRCODMEDGSA9,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Poor cod Ligurian and North Tyrrhenian Sea,Trisopterus minutus,Poor cod,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,
STECF-PSHRMPMEDGSA6-2001-2012-OSIO,PSHRMPMEDGSA6,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Deep-water Rose Shrimp Northern Spain,Parapenaeus longirostris,Deep-water rose shrimp,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,
STECF-RDSHRMPMEDGSA1-2002-2014-OSIO,RDSHRMPMEDGSA1,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Alboran Sea,GSA1,Red shrimp Northern Alboran Sea,Aristeus antennatus,Red shrimp,Blue and red shrimp,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA01,
STECF-RDSHRMPMEDGSA10-2006-2011-OSIO,RDSHRMPMEDGSA10,GFCM,STECF,Europe,Mediterranean-Black Sea,South Tyrrhenian Sea,GSA10,Red shrimp South Tyrrhenian Sea,Aristeus antennatus,Red shrimp,Blue and red shrimp,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA10,
STECF-RDSHRMPMEDGSA15-16-2009-2012-OSIO,RDSHRMPMEDGSA15-16,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Red shrimp Malta Island and South of Sicily,Aristeus antennatus,Red shrimp,Blue and red shrimp,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",
