assessid,stockid,mgmt,assessor,country,region,area,area_code,stocklong,species,comm_name1,comm_name2,shp_source,shp_path,zone_col,zones,notes
FAO-DRSS-LDENTWASG3-1995-2007-CHING,LDENTWASG3,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 3,SG3,Large-eye Dentex West Africa Subgroup 3,Dentex macrophthalmus,Large-eye dentex,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"GAB, COG, COD, AGO","WG-South: Gabon, Congo, Democratic Republic of Congo, Angola"
FAO-DRSS-OCTOWA-1990-2007-CHING,OCTOWA,FAO,FAO-DRSS,West Africa,West Africa,West Africa,WA,Octopus West Africa,Octopus vulgaris,Octopus,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"GIN, GNB","WG-South Cephalopods: Guinea-Bissau, Guinea"
FAO-DRSS-RPANDWASG2-1990-2007-CHING,RPANDWASG2,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 2,SG2,Red Pandora West Africa Subgroup 2,Pagellus bellottii,Red pandora,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"CIV, GHA, TGO, BEN","WG-South: Cote d'Ivoire, Ghana, Togo, Benin"
FAO-DRSS-SOLEWASG1-1994-2007-CHING,SOLEWASG1,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 1,SG1,Sole West Africa Subgroup 1,Cynoglossus spp,Sole,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"LBR, SLE, GIN","WG-South: Liberia, Sierra Leone, Guinea"
FAO-DRSS-SOLEWASG3-1991-2007-CHING,SOLEWASG3,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 3,SG3,Sole West Africa Subgroup 3,Cynoglossus spp,Sole,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"GAB, COG, COD","WG-South: Gabon, Congo, Democratic Republic of Congo (Angola also a stock)"
FAO-DRSS-SPSHRIMPWA-1990-2007-CHING,SPSHRIMPWA,FAO,FAO-DRSS,West Africa,West Africa,West Africa,WA,Southern Pink Shrimp West Africa,Farfantepenaeus notialis,Southern pink shrimp,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"GIN, SLE, GHA, GAB, AGO","WG-South Shrimp: Guinea, Sierra Leone, Ghana, Gabon, Angola"
FAO-DRSS-THREADWASG1-1994-2007-CHING,THREADWASG1,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 1,SG1,Threadfin West Africa Subgroup 1,Galeoides decadactylus,Threadfin,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"LBR, SLE, GIN","WG-South: Liberia, Sierra Leone, Guinea"
FAO-DRSS-THREADWASG2-1990-2006-CHING,THREADWASG2,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 2,SG2,Threadfin West Africa Subgroup 2,Galeoides decadactylus,Threadfin,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"CIV, GHA, TGO, BEN","WG-South: Cote d'Ivoire, Ghana, Togo, Benin"
FAO-DRSS-THREADWASG3-1990-2007-CHING,THREADWASG3,FAO,FAO-DRSS,West Africa,West Africa,West Africa Subgroup 3,SG3,Threadfin West Africa Subgroup 3,Galeoides decadactylus,Threadfin,NA,CMF - EEZs of sub-group countries in assessment,west_africa/eez_west_africa_subgroups.shp,ISOCODE,"GAB, COG, COD, AGO","WG-South: Gabon, Congo, Democratic Republic of Congo, Angola (Nigeria/Cameroon also a stock)"
FAO-SPNWA-ANCHOWA-1990-2010-CHING,ANCHOWA,FAO,FAO-SPNWA,West Africa,West Africa,West Africa,WA,Anchovy West Africa,Engraulis encrasicolus,Anchovy,European anchovy,CMF - EEZs clipped by latitudes in assessment,west_africa/eez_north_west_africa.shp,ISOCODE,"MAR, MRT",Morocco/Mauritania; one stock whole region
FAO-SPNWA-BONGAWA-1990-2010-CHING,BONGAWA,FAO,FAO-SPNWA,West Africa,West Africa,West Africa,WA,Bonga West Africa,Ethmalosa fimbriata,Bonga,NA,CMF - EEZs clipped by latitudes in assessment,west_africa/eez_north_west_africa.shp,ISOCODE,"GMB, MRT, SEN",Gambia/Mauritania/Senegal; one stock whole region
FAO-SPNWA-CHMACKWA-1990-2010-CHING,CHMACKWA,FAO,FAO-SPNWA,West Africa,West Africa,West Africa,WA,Cunene Horse Mackerel West Africa,Trachurus trecae,Cunene horse mackerel,NA,CMF - EEZs clipped by latitudes in assessment,west_africa/nw_africa_cunene_horse_mackerel.shp,use whole,use whole,one stock
FAO-SPNWA-CMACKWA-1990-2010-CHING,CMACKWA,FAO,FAO-SPNWA,West Africa,West Africa,West Africa,WA,Chub Mackerel West Africa,Scomber japonicus,Chub mackerel,Pacific chub mackerel,CMF - EEZs clipped by latitudes in assessment,west_africa/nw_africa_chub_mackerel.shp,ZONE,"North, South",two stocks but assessed as one
FAO-SPNWA-FSCADWA-1990-2010-CHING,FSCADWA,FAO,FAO-SPNWA,West Africa,West Africa,West Africa,WA,False Scad West Africa,Caranx rhonchus,False scad,NA,CMF - EEZs clipped by latitudes in assessment,west_africa/nw_africa_false_scad.shp,use whole,use whole,grouped with horse mackerels
FAO-SPNWA-HMACKWA-1990-2010-CHING,HMACKWA,FAO,FAO-SPNWA,West Africa,West Africa,West Africa,WA,Horse Mackerel West Africa,Trachurus trachurus,Horse mackerel,NA,CMF - EEZs clipped by latitudes in assessment,west_africa/nw_africa_horse_mackerel.shp,ZONE,"North, South",two stocks but assessed as one
FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,FAO,FAO-SPNWA,West Africa,West Africa,West Africa,WA,Round Sardinella West Africa,Sardinella aurita,Round sardinella,NA,CMF - EEZs clipped by latitudes in assessment,west_africa/nw_africa_round_sardinella.shp,ZONE,"North, Central, South",three stocks but assessed as one
FAO-SPNWA-SARDINWA-1990-2010-CHING,SARDINWA,FAO,FAO-SPNWA,West Africa,West Africa,West Africa,WA,Sardinella West Africa,Sardinella spp,Sardinella,NA,CMF - EEZs clipped by latitudes in assessment,west_africa/nw_africa_sardinella_spp.shp,use whole,use whole,Sardinella maderensis
FAO-SPNWA-SARDWAZAB-1990-2010-CHING,SARDWAZAB,FAO,FAO-SPNWA,West Africa,West Africa,West Africa Zone A+B,Z-AB,Sardine West Africa Zone A+B,Sardina pilchardus,European pilchard,Spanish sardine,CMF - EEZs clipped by latitudes in assessment,west_africa/nw_africa_sardine.shp,ZONE,"Zone A, Zone B","3 stocks: Zone A+B, Zone C, north stock"
FAO-SPNWA-SARDWAZC-1990-2010-CHING,SARDWAZC,FAO,FAO-SPNWA,West Africa,West Africa,West Africa Zone C,Z-C,Sardine West Africa Zone C,Sardina pilchardus,European pilchard,Spanish sardine,CMF - EEZs clipped by latitudes in assessment,west_africa/nw_africa_sardine.shp,ZONE,Zone C,"3 stocks: Zone A+B, Zone C, north stock"
GRP7-RBRMMEDGSA1-3-2009-2011-BANOBI,RBRMMEDGSA1-3,GFCM,GRP7,Europe,Mediterranean-Black Sea,"Alboran Island Sea (GSA 1,3)",GSA1-3,Red Seabream Alboran Sea,Pagellus bogaraveo,Red seabream,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA01, GSA02, GSA03",
HAWG-HERR2224IIIa-1991-2011-NEUBAUER,HERR2224IIIa,ICES,HAWG,Europe,European Union,22-24-IIIa,22-24-IIIa,Herring ICES 22-24-IIIa,Clupea harengus,Herring,Atlantic herring,ICES website,europe/ices/ices_areas.shp,ICES_area,"22, 24, IIIa",
HAWG-HERRNIRS-1960-2010-NEUBAUER,HERRNIRS,ICES,HAWG,Europe,European Union,Irish Sea,VIIa,Herring Northern Irish Sea,Clupea harengus,Herring,Atlantic herring,ICES website,europe/ices/ices_areas.shp,ICES_area,VIIa,
HAWG-HERRNS-1960-2011-NEUBAUER,HERRNS,ICES,HAWG,Europe,European Union,North Sea,IV,Herring North Sea,Clupea harengus,Herring,Atlantic herring,ICES website,europe/ices/ices_areas.shp,ICES_area,"IVa, IVb, IVc",
HAWG-HERRSIRS-1957-2010-NEUBAUER,HERRSIRS,ICES,HAWG,Europe,European Union,ICES VIIa-g-h-j,VIIa-g-h-j,Herring ICES VIIa-g-h-j,Clupea harengus,Herring,Atlantic herring,ICES website,europe/ices/ices_areas.shp,ICES_area,"VIIa, VIIg, VIIh, VIIj1, VIIj2",
HAWG-HERRVIa-1956-2010-NEUBAUER,HERRVIa,ICES,HAWG,Europe,European Union,West of Scotland,VIa,Herring ICES VIa,Clupea harengus,Herring,Atlantic herring,ICES website,europe/ices/ices_areas.shp,ICES_area,VIa,
HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER,HERRVIaVIIbc,ICES,HAWG,Europe,European Union,"VIa, VIIb and VIIc",VIa-VIIb-VIIc,Herring ICES VIa-VIIb-VIIc,Clupea harengus,Herring,Atlantic herring,ICES website,europe/ices/ices_areas.shp,ICES_area,"VIa, VIIb, VIIc1, VIIc2",
HAWG-SPRATNS-1995-2007-MINTO,SPRATNS,ICES,HAWG,Europe,European Union,North Sea,IV,Sprat North Sea,Sprattus sprattus,Sprat,European sprat,ICES website,europe/ices/ices_areas.shp,ICES_area,"IVa, IVb, IVc",
IATTC-BIGEYEEPAC-1954-2012-PONS,BIGEYEEPAC,IATTC,IATTC,Tuna-RFMO,Pacific Ocean,Eastern Pacific,EPAC,Bigeye tuna Eastern Pacific,Thunnus obesus,Bigeye tuna,NA,RFMO/RFB shapfile database,tuna/IATTC_erase.shp,NA,already dissolved,Full IATTC area of competence
IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,IATTC,IATTC,Tuna-RFMO,Atlantic Ocean,Northeast Pacific,NEPAC,Striped marlin Northeast Pacific,Kajikia audax,Striped marlin,Pacific striped marlin,RFMO/RFB shapfile database,tuna/IATTC_northeast_pacific_clip.shp,NA,already dissolved,Clippec IATTC AoC based on stock assessment map
IATTC-SWORDEPAC-1951-2012-PONS,SWORDEPAC,IATTC,IATTC,Tuna-RFMO,Pacific Ocean,Eastern Pacific,EPAC,Swordfish Eastern Pacific,Xiphias gladius,Swordfish,NA,RFMO/RFB shapfile database,tuna/IATTC_erase.shp,NA,already dissolved,Full IATTC area of competence
IATTC-YFINEPAC-1950-2012-PONS,YFINEPAC,IATTC,IATTC,Tuna-RFMO,Pacific Ocean,Northeast Pacific,NEPAC,Yellowfin tuna Eastern Pacific,Thunnus albacares,Yellowfin tuna,NA,RFMO/RFB shapfile database,tuna/IATTC_erase.shp,NA,already dissolved,Full IATTC area of competence
ICCAT-ALBAMED-1956-2011-CHING,ALBAMED,ICCAT,ICCAT,Tuna-RFMO,Mediterranean-Black Sea,Mediterranean Sea,MED,Albacore tuna Mediterranean,Thunnus alalunga,Albacore tuna,NA,RFMO/RFB shapfile database,tuna/ICCAT_north_south_med.shp,ZONE,Meditteranean,"North, South, Med - N/S by equator, Med by 5W"
ICCAT-ALBANATL-1930-2015-PONS,ALBANATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Northern Atlantic,NATL,Albacore tuna North Atlantic,Thunnus alalunga,Albacore tuna,NA,RFMO/RFB shapfile database,tuna/ICCAT_north_south_med.shp,ZONE,North Atlantic,"North, South, Med - N/S by equator, Med by 5W"
ICCAT-ALBASATL-1950-2015-PONS,ALBASATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,South Atlantic,SATL,Albacore tuna South Atlantic,Thunnus alalunga,Albacore tuna,NA,RFMO/RFB shapfile database,tuna/ICCAT_north_south_med.shp,ZONE,South Atlantic,"North, South, Med - N/S by equator, Med by 5W"
ICCAT-ATBTUNAEATL-1950-2015-PONS,ATBTUNAEATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Eastern Atlantic,EATL,Bluefin tuna Eastern Atlantic,Thunnus thynnus,Atlantic bluefin tuna,Northern bluefin tuna,RFMO/RFB shapfile database,tuna/ICCAT_east_west_diagonal_split.shp,ZONE,East Atlantic,East and West (+Med) zones split along diagonal separator
ICCAT-ATBTUNAWATL-1950-2015-PONS,ATBTUNAWATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Western Atlantic,WATL,Bluefin tuna Western Atlantic,Thunnus thynnus,Atlantic bluefin tuna,Northern bluefin tuna,RFMO/RFB shapfile database,tuna/ICCAT_east_west_diagonal_split.shp,ZONE,West Atlantic,East and West (+Med) zones split along diagonal separator
ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Atlantic Ocean,ATL,Bigeye tuna Atlantic,Thunnus obesus,Bigeye tuna,NA,RFMO/RFB shapfile database,tuna/ICCAT_minus_med.shp,ZONE,already dissolved,Whole AoC minus Med
ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Atlantic Ocean,ATL,Blue marlin Atlantic,Makaira nigricans,Blue marlin,,RFMO/RFB shapfile database,tuna/ICCAT_minus_med.shp,ZONE,already dissolved,Whole AoC minus Med
ICCAT-SAILEATL-1956-2010-CHING,SAILEATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Eastern Atlantic,EATL,Sailfish Eastern Atlantic,Istiophorus albicans,Sailfish,,RFMO/RFB shapfile database,tuna/ICCAT_east_west_diagonal_split.shp,ZONE,East Atlantic,East and West (+Med) zones split along diagonal separator
ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Western Atlantic,WATL,Sailfish Western Atlantic,Istiophorus albicans,Sailfish,,RFMO/RFB shapfile database,tuna/ICCAT_east_west_diagonal_split.shp,ZONE,West Atlantic,East and West (+Med) zones split along diagonal separator
ICCAT-SKJEATL-1950-2010-CHING,SKJEATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Eastern Atlantic,EATL,Skipjack tuna Eastern Atlantic,Katsuwonus pelamis,Skipjack tuna,NA,RFMO/RFB shapfile database,tuna/ICCAT_east_west_30W_minus_med.shp,ZONE,East,East and West (-Med) zones split at 30W
ICCAT-SKJWATL-1950-2014-PONS,SKJWATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Western Atlantic,WATL,Skipjack tuna Western Atlantic,Katsuwonus pelamis,Skipjack tuna,NA,RFMO/RFB shapfile database,tuna/ICCAT_east_west_30W_minus_med.shp,ZONE,West,East and West (-Med) zones split at 30W
ICCAT-SWORDMED-1950-2009-CHING,SWORDMED,ICCAT,ICCAT,Tuna-RFMO,Mediterranean-Black Sea,Mediterranean Sea,MED,Swordfish Mediterranean Sea,Xiphias gladius,Swordfish,NA,RFMO/RFB shapfile database,tuna/ICCAT_north_south_med.shp,ZONE,Meditteranean,"North, South, Med - N/S by equator, Med by 5W"
ICCAT-SWORDNATL-1950-2015-PONS,SWORDNATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Northern Atlantic,NATL,Swordfish North Atlantic,Xiphias gladius,Swordfish,NA,RFMO/RFB shapfile database,tuna/ICCAT_north_south_med.shp,ZONE,North Atlantic,"North, South, Med - N/S by equator, Med by 5W"
ICCAT-SWORDSATL-1950-2015-PONS,SWORDSATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,South Atlantic,SATL,Swordfish South Atlantic,Xiphias gladius,Swordfish,NA,RFMO/RFB shapfile database,tuna/ICCAT_north_south_med.shp,ZONE,South Atlantic,"North, South, Med - N/S by equator, Med by 5W"
ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Atlantic Ocean,ATL,White marlin Atlantic,Tetrapturus albidus,White Marlin,,RFMO/RFB shapfile database,tuna/ICCAT_minus_med.shp,ZONE,already dissolved,Whole AoC minus Med
ICCAT-YFINATL-1950-2011-CHING,YFINATL,ICCAT,ICCAT,Tuna-RFMO,Atlantic Ocean,Atlantic Ocean,ATL,Yellowfin tuna Atlantic,Thunnus albacares,Yellowfin tuna,NA,RFMO/RFB shapfile database,tuna/ICCAT_minus_med.shp,ZONE,already dissolved,Whole AoC minus Med
IFOP-AFLONCH-1998-2011-CHING,AFLONCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Alfonsino Chile,Beryx splendens,Alfonsino,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-BSQLOBSTERCH-1979-2012-CHING,BSQLOBSTERCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Blue Squat Lobster Chilean,Cervimunida Johni,Blue squat lobster,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-BWHITCH-1979-2012-CHING,BWHITCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Blue Whiting Chile,Micromesistius poutassou,Blue whiting,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-CHERRCHVX-1960-2012-CHING,CHERRCHVX,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore region V-X,V-X,Chilean Herring Chile Region V-X,Clupea bentincki,Chilean herring,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez_regions_dissolve.shp,ID_ROMAN,"V, VI, VII, VIII, XI, X, XIV",same as southern zone
IFOP-CHTRACCH-1950-2010-RICARD,CHTRACCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Chilean jack mackerel Chilean EEZ and offshore,Trachurus murphyi,Chilean jack mackerel,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-HMACKCH-1970-2011-CHING,HMACKCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Horse Mackerel Chile,Trachurus trachurus,Horse mackerel,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-NSHRIMPCH-1949-2012-CHING,NSHRIMPCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Nylon Shrimp Chile,Heterocarpus reedi,Nylon shrimp,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-OROUGHYCH-1999-2011-CHING,OROUGHYCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Orange Rough Chile,Hoplostethus atlanticus,Orange roughy,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-PANCHCHVX-1960-2012-CHING,PANCHCHVX,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore region V-X,V-X,Peruvian Anchoveta Chile Region V-X,Engraulis ringens,Peruvian anchoveta,Anchoveta,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez_regions_dissolve.shp,ID_ROMAN,"V, VI, VII, VIII, XI, X, XIV",same as southern zone
IFOP-PANCHNCH-1984-2012-CHING,PANCHNCH,SPRFMO,IFOP,Chile,South America,North Chilean EEZ and offshore,NCH,Peruvian Anchoveta North Chile,Engraulis ringens,Peruvian anchoveta,Anchoveta,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez_regions_dissolve.shp,REGION,North Chile,
IFOP-PANCHSCH-1984-2012-CHING,PANCHSCH,SPRFMO,IFOP,Chile,South America,South Chilean EEZ and offshore,SCH,Peruvian Anchoveta South Chile,Engraulis ringens,Peruvian anchoveta,Anchoveta,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez_regions_dissolve.shp,REGION,South Chile,same as regions V-X
IFOP-PATGRENADIERCH-1977-2012-CHING,PATGRENADIERCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Patagonian grenadier Chile,Macruronus magellanicus,Patagonian grenadier,Merluza de cola,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-PCEELCH-1978-2011-CHING,PCEELCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Pink Cusk-eel Chile,Genypterus blacodes,New Zealand ling,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-PTOOTHFISHCH-1989-2011-CHING,PTOOTHFISHCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Patagonian Toothfish Chile,Dissostichus eleginoides,Patagonian toothfish,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-RSQLOBSTERCH-1968-2012-CHING,RSQLOBSTERCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore region V-VIII,V-VIII,Red Squat Lobster Chile Region V-VIII,Pleuroncodes monodon,Red squat lobster,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez_regions_dissolve.shp,ID_ROMAN,"V, VI, VII, VIII",
IFOP-SBREAMCH-1989-2011-CHING,SBREAMCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Deepwater Cardinalfish Chile,Epigonus crassicaudus,Deepwater cardinalfish,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-SOUTHHAKECH-1977-2011-CHING,SOUTHHAKECH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,South Hake Chile,Merluccius australis,Southern hake,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-SPHAKECH-1968-2012-CHING,SPHAKECH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,South Pacific Hake Chile,Merluccius gayi,Peruvian hake,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-SSARDCH-2006-2012-CHING,SSARDCH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Southern Sardine Chile,Sprattus fuengensis,Southern sardine,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFOP-YNOSESKACH-1979-2011-CHING,YNOSESKACH,SPRFMO,IFOP,Chile,South America,Chilean EEZ and offshore,CH,Yellownose Skate Chile,Zearaja chilensis,Yellownose skate,NA,Chilean EEZ clipped based on Borquez & Hernandez 2009,chile/chile_eez.shp,ZONE,already dissolved,
IFREMER-ANCHMEDGSA7-1993-2012-BANOBI,ANCHMEDGSA7,GFCM,IFREMER,Europe,Mediterranean-Black Sea,Gulf of Lions,GSA7,Anchovy Gulf of Lions,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA07,
IFREMER-SARDMEDGSA7-1993-2012-BANOBI,SARDMEDGSA7,GFCM,IFREMER,Europe,Mediterranean-Black Sea,Gulf of Lions,GSA7,Sardine Gulf of Lions,Sardina pilchardus,European pilchard,Spanish sardine,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA07,
IMARM-SFMAKONWPAC-1990-2003-FAUCONNET,SFMAKONWPAC,UNKNOWN,IMARM,Taiwan,Pacific Ocean,Nothwest Pacific Ocean,NWPAC,Shortfin mako Nothwest Pacific Ocean,Isurus oxyrinchus,Shortfin mako,NA,Digitized from Chang & Liu (2009),taiwan/shortfin_mako_taiwan_erase.shp,ZONE,already dissolved,
IMARPE-PANCHPERUNC-1959-2008-HIVELY,PANCHPERUNC,IMARPE,IMARPE,Peru,South America,North-Central Peruvian coast,NC,Peruvian anchoveta North-Central Peru,Engraulis ringens,Peruvian anchoveta,Anchoveta,Digitized from stock assessment,south_america/peruvian_anchoveta_stocks.shp,STOCK,North-Central,
INIDEP-ARGANCHONARG-1989-2007-Parma,ARGANCHONARG,CFP,INIDEP,Argentina,South America,Northern Argentina,ARG-N,Argentine anchoita Northern Argentina,Engraulis anchoita,Argentine anchoita,Anchoita,Split Argentinan EEZ at 41S based on assessments,argentina/aregentina_eez_north_south.shp,STOCK,North,
INIDEP-ARGANCHOSARG-1992-2007-Parma,ARGANCHOSARG,CFP,INIDEP,Argentina,South America,Southern Argentina,ARG-S,Argentine anchoita Southern Argentina,Engraulis anchoita,Argentine anchoita,Anchoita,Split Argentinan EEZ at 41S based on assessments,argentina/aregentina_eez_north_south.shp,STOCK,South,
INIDEP-ARGHAKENARG-1986-2011-CHING,ARGHAKENARG,CFP,INIDEP,Argentina,South America,Northern Argentina,ARG-N,Argentine hake Northern Argentina,Merluccius hubbsi,Argentine hake,NA,Split Argentinan EEZ at 41S based on assessments,argentina/aregentina_eez_north_south.shp,STOCK,North,
INIDEP-ARGHAKESARG-1990-2011-CHING,ARGHAKESARG,CFP,INIDEP,Argentina,South America,Southern Argentina,ARG-S,Argentine hake Southern Argentina,Merluccius hubbsi,Argentine hake,NA,Split Argentinan EEZ at 41S based on assessments,argentina/aregentina_eez_north_south.shp,STOCK,South,
INIDEP-PATGRENADIERSARG-1983-2006-Parma,PATGRENADIERSARG,CFP,INIDEP,Argentina,South America,Southern Argentina,ARG-S,Patagonian grenadier Southern Argentina,Macruronus magellanicus,Patagonian grenadier,Merluza de cola,Split Argentinan EEZ at 41S based on assessments,argentina/aregentina_eez_north_south.shp,STOCK,South,
INIDEP-SBWHITARGS-1985-2007-Parma,SBWHITARGS,CFP,INIDEP,Argentina,South America,Southern Argentina,ARG-S,Southern blue whiting Southern Argentina,Micromesistius australis,Southern blue whiting,NA,Split Argentinan EEZ at 41S based on assessments,argentina/aregentina_eez_north_south.shp,STOCK,South,
